Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
2010;720;PRT-A0071151-Lustro;0;-;-;S235JR/1.0037;-;-;-;-;-;-;-;2
2010;720;PRT-A0071147;A;Szyna balansera 1410mm;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2010;720;PRT-A0071151;A;Uchwyt;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;2
2010;720;PRT-A0071157;A;Prowadzenie wkrętarki;-;C45/1.0503;CNC;32 HRC±2HRC;Czernić;-;-;-;-;4
1912;301;BALLUFF BES008F;A;Czujnik indukyjny;BES008F;BALLUFF;H. Elek.;-;-;H;-;-;-;4
2010;000;PRT-A0073999;A;Wałek;-;PA9/3.4365;Skrawanie;-;-;-;-;-;-;4
2010;000;PRT-A0073212;A;Osłona;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;19 30 024 0547;B;Obudowa wtyczki;19 30 024 0547;HARTING;H. Elek.;-;-;H;-;-;-;2
;;WSV-M32x1.521;A;Dławik kątowy;83605056;MURRPLASTIK;H. Elek.;-;-;H;-;-;;3
2010;000;PRT-A0073353;A;Łącznik;-;PA6/3.1325;Skrawanie;-;-;-;-;-;-;2
2010;000;PRT-A0073208;A;Podstawa Harting;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (Jasny szary);-;-;-;-;1
2010;000;PRT-A0073325;A;Profil aluminiowy 40x40;-;Profile BOSCH;H. Mech.;-;-;H;-;-;-;1
2010;000;PRT-A0073351;A;Osłona;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;-;19300240297;0;Gniazdo;19300240297;HARTING;H. Elek.;-;-;H;-;-;-;1
2010;000;PRT-A0072094;A;Mocowanie Lampki;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;8
;;BES0068;C;Czujnik indukcyjny M12;BES0068;BALLUFF;H. Elek.;-;-;H;-;-;-;2
2010;000;PRT-A0071189;0;Mocowanie czujnika indukcyjnego;-;S235JR/1.0037;Laser;-;-;-;-;-;-;2
;;UH 29-83621220;A;Uchwyt;-;MURRPLASTIK;H. Mech.;-;-;H;-;-;-;2
;;0000_Stanowiska_KTP700.Blacha 1;C;;;;;;;;;;;3
;;0000_Stanowiska_KTP700.Blacha 4;C;;;;;;;;;;;3
;;IE-FCM-RJ45-C;B;Złącze Ethernet;IE-FCM-RJ45-C;WEIDMULLER;H. Mech.;-;-;H;-;-;-;3
;;0000_Stanowiska_KTP700.Blacha 2;C;;;;;;;;;;;6
;;K0142.11203;B;Pokrętło radełkowe;K0142.11203;KIPP;H. Mech.;-;-;H;-;-;-;9
;;00108723;B;Mocowanie monitora;00108723;Hama;H. Mech.;-;-;H;-;-;-;3
;;KTP700 Basic;B;Panel HMI;KTP700 Basic;SIEMENS;H. Elek.;-;-;H;-;-;-;3
;;0000_Stanowiska_KTP700.Blacha 3;C;;;;;;;;;;;3
2010;000;PRT-A0072048;A;Mocowanie paletki bazowej OP723;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;2
2010;725;PRT-A0068609;A;Uchwyt blokady 3;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;2
2010;725;PRT-A0066413;A;Kostka czujnika;-;S235JR/1.0037;Skrawanie;-;Malować RAL 9002 (jasny szary);-;-;-;-;4
;;0000_Stanowiska_Blokada;D;Blokada;-;0H18N9/1.4301;Skrawanie;-;-;-;-;-;-;2
;;0000_Stanowiska_Ślizg III;E;Slizg;-;PA 6 /Poliamid;-;-;Kolor: Zielony;-;Z;-;-;1
;;0000_Stanowiska_Ślizg I;C;Slizg;-;PA 6 /Poliamid;Skrawanie;-;Kolor: Zielony;-;Z;-;-;2
;;0000_Stanowiska_Ślizg V;E;Slizg;-;0H18N9/1.4301;Laser;-;wg wykazu;O;Z;-;-;2
;;0000_Stanowiska_Ślizg II;E;Slizg;-;PA 6 /Poliamid;Skrawanie;-;Kolor: Zielony;-;Z;-;-;1
;-;WKK-M32x1.5;0;Dławica kablowa M32x1.5;WKK-M32x1.5;MURRPLASTIK;H. Mech.;-;-;H;-;-;-;1
2010;725;PRT-A0070574;A;Osłona głowicy czujnika;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;PRT-A0068482;A;-;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;4
2010;725;PRT-A0069149;A;;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;PRT-A0068420;A;-;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;4
2010;725;PRT-A0068625;A;Podppora wew;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
2010;725;PRT-A0066468;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;PRT-A0068590;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;PRT-A0070595;A;Osłona głowicy czujnika;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;PRT-A0068515;A;-;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;4
2010;725;PRT-A0068627;A;Podppora wew 2;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;32
2010;725;PRT-A0066476;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
;;Domyślna;A;Śruby dociskowe ze stopką neoprenową;K0103.04032;KIPP;H. Mech.;-;-;H;-;-;-;6
2010;725;PRT-A0071164;A;Uchwyt czuników;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;2
2010;725;PRT-A0066457;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;PRT-A0068583;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;PRT-A0070594;A;Osłona głowicy czujnika;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;PRT-A0070568;A;Podppora wew;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;3
2010;725;PRT-A0069024;A;Uchwyt czuników;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;4
2010;725;PRT-A0071167;A;-;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;2
2010;725;PRT-A0066475;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;PRT-A0071185;A;Uchwyt czujnika 2;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
2010;725;PRT-A0069032;A;-;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;2
2010;725;PRT-A0068607;A;Uchwyt blokady 5;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;2
2010;000;PRT-A0066427;A;Mocowanie Harting;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
;;Domyślna;G;Czujnik fotoelektryczny;E3T-FT14-M5J;OMRON;H. Elek.;-;-;H;-;-;-;4
;-;7000-41211-0000000;0;Trójnik M12 Slimline męski;7000-41211-0000000;Murrelektronik;H. Elek.;-;-;H;-;-;-;1
2010;725;Domyślna;A;Płyta narzędzia VW 336.3 G OP725;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
1912;000;PRT-A0042561;A;Osłona rygla 15;-;45/1.0530;Skrawanie;-;Czernić;-;-;-;-;4
;-;GRLARQS M54;0;Zawór dławiąco-zwrotny;GRLARQS M54;RQS;H. Mech.;-;-;H;-;-;-;8
1912;000;PRT-A0043179;A;Rygiel 15;-;POM-C ESD60;Skrawanie;-;-;-;-;-;-;4
;;CDQ2A12-20M;A;Siłownik;CDQ2A12-20DMZ;SMC;H. Mech;-;-;H;-;-;-;4
2010;725;PRT-A0071160;A;-;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
2010;725;PRT-A0069030;A;Uchwyt czujnika 2;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
2010;725;PRT-A0066419;A;Wałek osłony;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
;;Koncentrator BNI IOL-104-00-K006;B;Koncentrator;BNI0006;BALLUFF;H. Elek.;-;-;H;-;-;-;1
2010;725;PRT-A0066418;A;Osłona koncentratora;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
2010;725;Lustro-PRT-A0066468;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;LustroPRT-A0070594;A;Osłona głowicy czujnika;-;PA6/3.1325;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
2010;725;Lustro-PRT-A0066457;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;Lustro-PRT-A0066475;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;Lustro-PRT-A0068590;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;LustroPRT-A0070574;A;Osłona głowicy czujnika;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;Lustro-PRT-A0066476;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;LustroPRT-A0070595;A;Osłona głowicy czujnika;-;PA6/3.1325;CNC;-;Anodować;-;-;-;-;1
2010;725;Lustro-PRT-A0068583;A;-;-;Tecaform AH ELS;CNC;-;Czarny: ESD;-;-;-;-;1
2010;725;LustroPRT-A0069149;A;Osłona głowicy czujnika;-;PA6/3.1325;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
2010;725;PRT-A0071188;A;-;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
;;Wtyczka M12x1 kątowa;C;Wtyczka kątowa M12;-;-;H. Mech.;-;-;H;-;-;-;2
;;LR-W500C;B;Czujnik koloru;-;KEYENCE;H. Elek.;-;-;H;-;-;-;2
2010;725;PRT-A0071159;A;Uchwyt czujnika;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;4
2010;720;PRT-A0071166;0;Listwa prowadząca M400-II (990);M-400 II;Trilogiq;H. Mech.;-;-;H;-;-;-;1
2010;720;PRT-A0071165;A;Szyna balansera 990mm;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
1912;202;PRT-A0042486;B;Kostka czujnika;-;S235JR/1.0037;Skrawanie;-;Malować RAL 9002 (jasny szary);-;-;-;-;4
2010;710;PRT-A0070619;B;Mocowanie czujnika;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;4
2010;710;PRT-A0070318;A;Paletka OP710;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
2010;710;PRT-A0071243-Lustro;A;Płyta klapki OP710;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
2010;710;PRT-A0071243;A;Płyta klapki OP710;-;PA13/3.3547;Skrawanie;;Anodować;-;-;-;-;1
2010;710;PRT-A0071245;B;Prowadzenie śruby;-;4H13/1.4034;Skrawanie;32 HRC±2HRC;-;-;-;-;-;4
2011;000;PRT-A0073139;A;Osłona skanera;;DC01/1.0330;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;;2
;;DS457-650;D;Skaner;DS457-650;MOTOROLLA;H. Elek.;-;-;H;-;-;-;2
2011;000;PRT-A0073138;A;Mocowanie skanera Zebra;-;PA13/3.3547;CNC;-;-;-;-;-;-;2
2010;000;PRT-A0066397;A;Nazwy stanowisk;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
