Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
1936;005;PRT-A0065123;A;Blacha Stanowisko Skręcania;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;Profil 40x40 L=101;K;Profil 40x40;3 842 993 120;Profile BOSCH;H. Mech.;-;-;H;-;-;-;1
1936;005;PRT-A0065112;A;Mocowanie;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
1936;005;PRT-A0065184;A;Korpus skanera;-;PA13/3.3547;CNC;;Anodować;-;-;-;;1
;;AQGZ1-2_11a;B;Hermetyczne gniazdko podwójne;AQGZ1-2_11a;SIMON;H. Elek.;-;-;H;-;-;;2
1936;005;PRT-A0065194;C;Mocowanie Podnośnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065195;C;Mocowanie Podnośnika;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1881;;0_699m_1400_080_035_0___14080_34PZ_A1_1;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
;;Wyłącznik światła;L;Wyłącznik światła;wg. schem. elekt.;wg. schem. elekt.;H. Elek.;-;-;H;-;-;-;1
-;-;091030;0;Zaślepka 90x90;091030;FATH;H. Mech.;-;-;H;-;-;-;4
;;3 842 513 517;C;Ślizg;3 842 513 517;REXROTH;H. Mech.;-;-;H;Z;-;-;10
;-;NSYCRN44200P;0;Obudowa sterownicza 400x200x400;NSYCRN44200P;SCHNEIDER;H. Mech.;-;-;H;-;-;-;1
1936;003;PRT-A0066067;0;Płyta złączy;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
1936;001;PRT-A0072057;A;Mocowanie BOS-a;-;PA13/3.3547;CNC;-;Anodować;-;-;-;-;1
1936;001;PRT-A0065361;A;Mocownaie korytka;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;24
;-;KL-TCG-1;0;Kontroler wkrętarki;;Materiał <nieokreślony>;H. Elek.;-;-;H;-;-;;4
-;-;CJ20015-1;0;Blacha sterownika wkrętarki;-;Materiał <nieokreślony>;H. Mech.;-;-;H;-;-;-;4
1936;001;PRT-A0065395;A;Osłona;-;PCV Spienione;Osłona;-;-;-;-;-;-;1
;;L=321;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;3
;;Profil 45x45 L=369;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
1936;001;PRT-A0068568;A;Mocowanie pudełka 4;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;;PRT-A0068626;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
1936;001;PRT-A0065354;A;Blokada Stopera;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;10
1936;001;PRT-A0065399;A;Mocowanie;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;8
-;-;GB-1710, ESD;0;Kuwetka 173x245x100;3 842 346 283;REXROTH;H. Mech.;-;ESD;H;-;-;-;1
;;0000_Stanowiska_Wspornik III;G;Wspornik III;-;S235JR/1.0037;Laser;-;wg wykazu;O;-;-;-;6
;;L=105;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
;-;3 842 548 783;0;Zaślepka 40x40 z otworem;3 842 548 783;REXROTH;H. Mech.;-;-;H;-;-;-;4
1936;001;PRT-A0068561;A;Mocowanie pudełka;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065293;A;Blokada Stopera kolizyjnego;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
1936;001;PRT-A0065362;A;Blacha Pojemnika;-;S235JR/1.0037;Skrawanie;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065407;A;Osłona czujnika;-;ABS;Druk 3D;-;Wg. Rys.;-;-;-;-;1
1936;005;PRT-A0065253;A;Kątownik dolny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065256;A;Kątownik górny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
0;;K1575.04001000;B;Prowadnica teleskopowa;K1575.04001000;KIPP;H. Mech.;-;-;H;-;-;-;1
1881;005;PRT-A0065254;A;Kątownik dolny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;005;PRT-A0065258;A;Blacha Pudełka;-;S235JR/1.0037;Laser;-;Malować RAL 3020 (czerwony);-;-;-;-;1
1936;005;PRT-A0065257;A;Kątownik górny szuflady;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065353;A;Wspornik III;-;S235JR/1.0037;Laser;-;Malować RAL 9002 (jasny szary);-;-;-;-;1
;-;ESK-1_2-1_2;0;Złącze podwójne, Nypel;151523;FESTO;H. Mech.;-;-;H;-;-;Gwint zew 1/2'' x Gwint zew. 1/2'';1
;-;QS-G1_2-12;0;Złącze wtykowe;-;FESTO;H. Mech.;-;-;H;-;-;-;2
;;QSL-1_2-10-190661;B;Złączka kątowa;-;FESTO;H. Mech.;-;-;H;-;-;-;8
;-;6704_FR-4-1_2-B;0;Blok rozgałęziający;-;FESTO;H. Mech.;-;-;H;-;-;-;3
1936;001;PRT-A0065320;A;Mocowanie tablicy warsztatowej;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
;;SKD-10X12-M5;0;Wkrętka;03762512;WURTH;H. Mech.;-;-;H;-;-;-;2
1936;001;PRT-A0065373;A;Mocowanie Łożyska;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;kulkowe 6200-2Z;A;Łożysko toczne;PN-85M-86100;SKF;H. Mech.;-;-;H;-;-;-;1
;;zwykła - M10;A;Podkładka;DIN 125;FABORY;H. Mech.;-;-;H;-;-;;1
;;Φ10x16;I;Śruba pasowana;Φ10-M8-16;KIPP;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0065420;A;Blacha;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;Dławik do przewodów M12x1,5;B;Dławik M12x1,5;-;-;H. Mech.;-;-;H;-;-;-;1
1936;012;PRT-A0065289;A;Gniazdo Narzędzia Naprawczego;-;PE 500;Skrawanie;-;-;-;-;-;-;1
1936;012;PRT-A0065290;A;Mocowanie OPTO;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;Głowica OPTO;A;Głowica OPTO;-;-;H. Mech.;-;-;H;-;-;-;8
1936;004;PRT-A0065365;0;-;-;PC /poliweglan;-;-;-;-;-;-;-;1
1936;001;PRT-A0065355;A;Rama Transportera;-;Profile BOSCH;-;-;-;P;-;-;-;1
1936;001;PRT-A0065323;A;Pojemnik;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;2
1936;001;PRT-A0065389;A;Mocowanie odbojnika;-;PA6/3.1325;CNC;-;Piaskować;-;-;-;-;1
;;L=747;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
;;Profil 45x45 L=557;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
1936;004;PRT-A0065402;0;Oslona UPS;-;S235JR/1.0037;Osłona;-;RAL 7035;-;-;-;-;3
;-;ECO 190x80LCD;0;UPS;-;EVER;H. Elek.;-;-;H;-;-;-;3
1936;004;PRT-A0065406;0;Osłona;-;S235JR/1.0037;Osłona;-;RAL 7035;-;-;-;-;1
1936;001;PRT-A0065404;A;Rama osłony Transporterów;-;Profile BOSCH;-;-;-;P;-;-;-;1
1936;001;PRT-A0065262;A;Mocowanie Szafy;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
1936;001;PRT-A0065327;0;-;-;Profile BOSCH;-;-;-;-;-;-;-;2
;;IOLG2PN-03208R01;A;IO-Link Master;6053253;SICK;H. Elek.;-;-;H;-;-;-;4
;;3 842 502 684;A;45x45 multi-angle connector;3 842 502 684;REXROTH;H. Mech.;-;-;H;-;-;-;4
1936;001;PRT-A0065328;0;-;-;Profile BOSCH;-;-;-;-;-;-;-;1
;;L=585;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;1
1936;001;PRT-A0065329;A;Płyta SICK;-;PA6/3.1325;CNC;-;Szkiełkować;-;-;-;-;1
1936;001;PRT-A0065393;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
;-;BOS0214;0;Bariera optoelektroniczna jednokierunkowa;BOS0214;Balluff;H. Elek.;-;-;H;-;-;-;1
;;L=363;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
;;Domyślna;C;Czujnik indukcyjny M12;BES0068;BALLUFF;H. Elek.;-;-;H;-;-;-;10
;;Profil 45x45 L=505;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
1936;003;PRT-A0066057;A;Uchwyt kontrolera lasera;-;S235JR/1.0037;Laser;-;Malować RAL 7035;-;-;-;-;1
1936;003;PRT-A0066056;0;Profil 325;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
1936;003;PRT-A0066055;A;Uchwyt kontrolera lasera;-;S235JR/1.0037;Laser;-;Malować RAL 7035;-;-;-;-;1
1936;003;PRT-A0066059;A;Osłona boczna;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;003;PRT-A0066066;A;Podstawa lasera;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1936;003;PRT-A0066058;A;Osłona boczna;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;003;PRT-A0066052;0;Supply Unit - Industrial Design;-;;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0069199;A;Mocowanie przycisku startu;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;NPFC-DS-G12-G12-M;0;Nypel podwójny;8142590;FESTO;H. Mech.;-;-;H;-;-;-;1
;;09304702;D;Zatrzask Drzwi;09304702;FATH;H. Mech.;-;-;H;-;-;Detal przeniesiony do archiwum, błąd w nazwie. Prawidłowy komponent w bibliotece: 09304702;1
;;MSB6-1_2_C4_J5_F1-WP;A;Zespół przygotowania powietrza;531030;Złożenie;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0068868;A;Kątownik przepływomierza;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;SPAN-P10R-G18M-PN-PN-L1+5S;0;Czujnik ciśnienia SPAN;8003300;FESTO;H. Elek.;-;-;H;-;-;-;1
;-;NPFC-L-R18-G18-MF;0;Złącze-L;8030216;FESTO;H. Mech.;-;-;H;-;-;-;1
;-;SFAB-200U-HQ8-2SA-M12;0;Czujnik przepływu;565393;FESTO;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0065268;A;Szafa Pneumatyki;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;;HSB-D-MIDI;D;Trzpień gwintowany;531058;FESTO;H. Mech.;-;-;H;-;-;-;1
;;BMF0078;B;Czujnik Typ. T;BMF0078;BALLUFF;H. Elek.;-; -;H;-;-;-;2
;;PBL-3_8-D-MIDI-R;D;Zestaw połączeniowy;546502;FESTO;H. Mech.;-;-;H;-;-;-;1
;;HFOE_D_MIDI_MAXI;D;Kątownik mocujący;159593;FESTO;H. Mech.;-;-;H;-;-;-;1
;;KMC-1-24DC-25-LED;D;Kabel łączący;30931;FESTO;H. Elek.;-;-;H;-;-;-;2
;;U-1_4;E;Tłumik hałasu G1/4;2316;FESTO;H. Mech.;-;-;H;-;-;-;2
;;FRB-D-MIDI;D;Trzpień gwintowany;159595;FESTO;H. Mech.;-;-;H;-;-;-;1
;;HEE_3_8_D_MIDI_24_SA;D;Zawór załączający, elektryczny HEE;533537;FESTO;H. Mech.;-;-;H;-;-;-;2
;;PBL-3_8-D-MIDI-L;E;Zestaw połączeniowy;546501;FESTO;H. Mech.;-;-;H;-;-;-;1
;;QSL_3_8_10;D;Złącze wtykowe-L;153052;FESTO;H. Mech.;-;-;H;-;-;-;2
0;;095k4545f10;C;Zawias 45x45;095k4545f10;FATH;H. Mech.;-;-;H;-;-;-;6
;-;NPFC-R-G12-G18-F;0;Mufa redukcyjna;8069222;FESTO;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0065269;A;Rama drzwi pneumatyki;-;Profile BOSCH;-;-;-;P;-;-;-;1
;-;QSL-G1_2-12;0;Przyłącze kątowe;186125;FESTO;H. Mech.;-;-;H;-;-;-;2
1936;001;PRT-A0065266;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
1936;001;PRT-A0065332;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065336;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065347;0;Płytka uziemienia;-;PA6/3.1325;CNC;-;Nie Anodować!!!;-;-;-;-;5
0;-;5015081;0;Szyna ekwipotencjalna;5015081;Materiał <nieokreślony>;-;-;-;H;-;-;5015081;5
1936;001;PRT-A0065343;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;Spectra PowerBox 31A0 - 151061;0;Komputer;-;Spectra;-;-;-;H;-;-;-;2
1936;001;PRT-A0065346;A;Mocowanie na zewnątrz;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
;;093W403N10;C;Kątownik 40x80;093W403N10;FATH;H. Mech.;-;-;H;-;-;-;17
;;Profil 45x45 L=207;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;001;PRT-A0065335;0;Rama szafy;-;Profile BOSCH;-;-;-;P;-;-;-;1
2020;000;PRT-A0068985;A;Osłona Transformatora;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
1936;001;PRT-A0065339;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
;-;SK 3361.510;0;Klimatyzator;SK 3361.510;RITTAL;H. Elek.;-;-;H;-;-;-;1
1936;001;PRT-A0065333;A;Dystans szafa-ramka;-;PA6/3.1325;CNC;-;Szkiełkować;-;-;-;-;4
1936;001;PRT-A0065338;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
-;-;8184.245;0;Ściana boczna do VX;8184.245;RITTAL;H. Elek.;-;-;H;-;-;-;2
1936;001;PRT-A0065344;A;Mocowanie szafy;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065349;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0068987;A;Podstawa transformatora;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
1936;001;PRT-A0065331;A;Mocowanie;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;4
;-;VX 8080.000;0;Szafa elektryczna;VX 8080.000;RITTAL;H. Elek.;-;-;H;-;-;-;1
1936;001;PRT-A0065334;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065342;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065345;A;Mocowanie do wewnątrz;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
;;CWC 40H40_2 2mm L=1670;B;Ceownik wzmocniony 40x40;611220;BAKS;H. Mech.;-;-;H;-;-;-;1
1936;001;PRT-A0065350;A;Osłona;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;;USA Transformator UL;0;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;1
1936;001;PRT-A0068980;A;Mocowanie Spectra;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;2
1936;001;PRT-A0065396;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
;;L=279;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;2
1936;001;PRT-A0068567;A;Mocowanie pudełka 3;-;S235JR/1.0037;Laser;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0065292;A;Osłona;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
1936;001;PRT-A0065356;A;Mocowanie Kontrolera;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
1936;001;PRT-A0065400;A;Pole odkładcze;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
;;Domyślna;E;Bramka;-;OMRON;H. Elek.;-;-;H;-;-;-;2
;-;AX 1338.000;0;Szafka elektryczna 380x600x350;AX 1338.000;RITTAL;H. Elek.;-;-;H;-;-;-;1
1936;005;PRT-A0066035;A;Mocowanie gniazd;-;S235JR/1.0037;-;-;Malować RAL 7035 (jasny szary);-;-;-;-;1
1936;001;PRT-A0066499;A;Kątownik półki;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1936;001;PRT-A0065383;A;Osłona;-;PC /poliweglan;Laser;-;-;-;-;-;-;3
1936;001;PRT-A0065363;A;Mocowanie Transportera;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
1936;001;PRT-A0065418;A;Mocowanie tablicy warsztatowej;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;2
;;MGN15CZ0HM;B;Wózek;MGN15CZ0HM;HIWIN;H. Mech.;-;-;H;-;-;-;3
;;bez łba, koniec płaski M5x20;D;Śruba;DIN 913;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;6
;;sześciokątna M5;E;Nakrętka zwykła;DIN 934;FABORY;H. Mech.;-;-;H;-;-;;21
1936;004;PRT-A0065300;A;Kostka wózka;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;3
1936;004;PRT-A0065308;B;Kostka rozdzielajaca wejściowa;-;40HM/1.7225;Skrawanie;52 HRC±2HRC;Czernić;-;-;-;-;1
;;FK-M6;G;Sprzęgło elastyczne M6;2061;FESTO;H. Mech.;-;-;H;-;-;-;3
1804;;MGNR15R80HM;A;-;-;Materiał <nieokreślony>;-;-;-;-;-;-;-;3
;;RJ0604;B;Amortyzator;RJ0604;SMC;H. Mech.;-;-;H;Z;-;Skok 4mm;6
1936;004;PRT-A0065304;A;Kostka siłownika;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;3
;;z łb. walc. gn. 6kąt. M6x22;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;3
;;walcowy 3x8;H;Kołek;DIN 6325;FABORY;H. Mech.;-;-;H;-;-;;2
;-;536247_ADN_20_30_I_P_A____asm_0__3;0;;;;;-;-;H;-;-;;3
;-;536247_ADN_20_30_I_P_A____asm_0__5;0;;;;;-;-;H;-;-;;3
;;GRLA-M5-QS-4-RS-D-197577;C;Zawór dławiąco-zwrotny;197577;FESTO;H. Mech.;-;-;H;-;-;;6
;;bez łba, koniec stożk. M5x12;B;Śruba;DIN 914;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;3
1936;004;PRT-A0065842;A;Tulejka dystansująca;-;4H13/1.4034;CNC;32 HRC±2HRC;-;-;-;-;-;3
1936;004;PRT-A0065307;A;Kostka przewodów wejściowa;-;NC10/1.2201;Skrawanie;58 HRC±2HRC;Czernić;-;-;-;-;1
;;bez łba, koniec stożk. M5x10;B;Śruba;DIN 914;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;12
1936;004;PRT-A0065306;A;Osłona elektryki;-;PC /poliweglan;Osłona;-;ESD;-;-;-;-;1
1936;004;PRT-A0065315;A;Płyta Pudełka;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;PILZ.514120;A;Magnes;PILZ.514120;PILZ;H. Elek.;-;-;H;-;-;-;5
;-;U-1_8;0;Tłumik hałasu G1/8;2307;FESTO;H. Mech.;-;-;H;-;-;;6
1936;004;PRT-A0065309;B;Ustnik;-;50HS/1.5026;Skrawanie;52 HRC±2HRC;-;-;-;-;-;1
;;VABM-L1-10S-G18-4;A;Listwa przyłączeniowa;566560;FESTO;H. Mech.;-;-;H;-;-;-;2
1936;004;PRT-A0065317;A;Mocowanie rozdzielacza;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
;-;VUVG-S10-B52-S-M5-1H3L-C2;0;Elektrozawór 5/2 bistabilny;564212;FESTO;H. Mech.;-;-;H;-;-;-;3
1936;004;PRT-A0065314;A;Dystans magnesu;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;Uni-1/T 43.11;B;Obudowa z tworzywa;Uni-1/T 43.11 IP65;ELEKTRO-PLAST;H. Mech.;-;-;H;-;-;-;1
1936;004;PRT-A0065316;A;Mocowanie rozdzielacza;-;PA6/3.1325;Skrawanie;-;Szkiełkować;-;-;-;-;1
;;z łb. walc. gn. 6kąt. M4x14;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;8
;-;MS2-G18S;0;Śruba zaślepka G1/8;8095766;FESTO;H. Mech.;-;-;H;-;-;-;6
1936;004;PRT-A0065311;A;Kołnierz Przewodu rozdzielacza;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
;;VABB-L1-10-S;A;Płyta zaślepka;566462;Złożenie;H. Mech.;-;-;H;-;-;-;1
1936;004;PRT-A0065298;A;Trzpień zaślepczy;-;4H13/1.4034;Skrawanie;-;-;-;-;-;-;2
1936;004;PRT-A0065299;B;Kostka rozdzielajaca;-;40HM/1.7225;Skrawanie;52 HRC±2HRC;Czernić;-;-;-;-;2
1936;004;PRT-A0065296;B;Kostka przewodów;-;NC10/1.2201;Skrawanie;58 HRC±2HRC;Czernić;-;-;-;-;2
1936;004;PRT-A0065313;B;Kołnierz Przewodu rozdzielacza;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
;;_153315 QSM-M5-4-I;A;Złącze wtykowe;153315;Materiał <nieokreślony>;H. Mech.;-;-;H;-;-;;6
1936;004;PRT-A0065318;0;Dystans;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
;;PILZ.524120;A;Wyłącznik bezpieczeństwa;PILZ.524120;PILZ;H. Elek.;-;-;H;-;-;-;5
;;Φ5x10;I;Śruba pasowana;Φ5-M4-10;KIPP;H. Mech.;-;-;H;-;-;-;4
;;QS-G1_8-6-I;A;Złącze wtykowe;186107;FESTO;H. Mech.;-;-;H;-;-;-;3
1936;004;PRT-A0068073;A;Dystans;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
1936;001;Profil 45x45 L=1300;0;Profil 45x45L;-;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;001;PRT-A0065364;A;Osłona;-;PC /poliweglan;Laser;-;ESD;-;-;-;-;1
1936;001;PRT-A0065321;A;Kostka mocowanie blokady;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;2
1936;001;PRT-A0065384;A;Osłona;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
;;L=2367;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
1936;012;PRT-A0065288;A;Gniazdo na narzędzie naprawcze;-;ABS;DRUK 3D!;-;-;-;-;-;-;1
1936;004;PRT-A0065366;A;Osłona bramki;-;POM;Osłona;-;ESD;-;-;-;-;1
1936;001;PRT-A0065360;A;Rama Transporterów;-;Profile BOSCH;-;-;-;P;-;-;-;1
;;VUVG-S10-M52-MS-M5-1H3L-C2;A;Zawór rozdzielający 5/2 monostabilny;564212;FESTO;H. Mech.;-;-;H;-;-;-;18
;;QSM-M5-6-I;A;Złącze wtykowe;153317;FESTO;H. Mech.;-;-;H;-;-;-;38
;-;UC-M5;0;Tłumik hałasu;165003;FESTO;H. Mech.;-;-;H;-;-;-;20
1936;001;PRT-A0065295;A;Mocowanie zaworu;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;10
1936;001;PRT-A0065421;A;Mocowanie Transportera;-;C45/1.0503;Laser;-;Oxidate;-;-;-;-;16
1936;001;PRT-A0065391;A;Mocowanie Tarifolda;-;PA13/3.3547;Skrawanie;-;Anodować;-;-;-;-;1
1936;;3 842 515 547 BOSCH;0;Kątownik R28x38;3 842 515 547;REXROTH;H. Mech.;-;-;H;-;-;-;4
;;L=627;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
;;Profil 45x45 L=512;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;2
1936;001;PRT-A0072057-Lustro;0;-;-;PA13/3.3547;-;-;-;-;-;-;-;1
1936;001;PRT-A0065294;0;Kątownik hartinga;-;PA13/3.3547;Skrawanie;-;Szkiełkować;-;-;-;-;1
1936;001;PRT-A0065330;A;Osłona;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
1936;001;PRT-A0065394;A;Osłona;-;S235JR/1.0037;Laser;-;RAL 7035;-;-;-;-;1
;;L=327;C;Korytko kabl. 80x40;Magazyn;Magazyn;H. Mech.;-; -;H;-;-;;1
;;3 842 528 746;B;Łącznik profilu 180, N10;3 842 528 746;REXROTH;H. Mech.;-;-;H;-;-;-;4
;;Profil 45x45 L=469;C;Profil 45x45;3 842 992 425;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
1936;002;PRT-A0065280;A;Trzpień Bazujący;-;4H13/1.4057;Skrawanie;32 HRC±2HRC;-;-;Z;-;-;40
;;walcowy 6x20;H;Kołek;DIN 6325;FABORY;H. Mech.;-;-;H;-;-;;40
;;z łb. walc. gn. 6kąt. M5x60;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;60
1936;002;PRT-A0065279;A;Gniazdo Obudowy Górnej;-;PE 500;Skrawanie;-;Kolor: Biały;-;Z;-;-;10
1936;002;PRT-A0065281;A;Mocowanie Gniazda;-;2H13/1.4021;Skrawanie;-;-;-;-;-;-;20
;;SKD-8X10-M4;0;Wkrętka;03762410;WURTH;H. Mech.;-; -;H;-;-;-;40
;;z łb. walc. gn. 6kąt. M4x16;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;40
1936;002;PRT-A0065278;0;Gniazdo Obudowy Górnej;-;PE 500;Skrawanie;-;Kolor: Biały;-;Z;-;-;10
;;walcowy 3x10;H;Kołek;DIN 6325;FABORY;H. Mech.;-;-;H;-;-;;40
;;z łb. walc. gn. 6kąt. M3x14;E;Śruba;DIN 912;FABORY;H. Mech.;-;-;H;-;-;kl 8.8;44
1936;002;PRT-A0065283;A;Płyta paletki;-;PA6/3.1325;Skrawanie;-;Nie anodować!;-;-;-;-;10
1936;002;PRT-A0065282;A;Mocowanie Przewodu;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;10
