Projekt_numer;Projekt_zespół;ID. Części;Rewizja;Opis;Numer katalogowy;Materiał;Typ;Obróbka cieplna;Powłoka;Handlowe;Zużywające;Spawanie;Uwagi;Liczba odniesień
2011;;751.KC.00.121_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.124_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.127_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.130_751_arch;A;;;St3S (1.0038);;---;Malować RAL 7045;;-;-;;1
2011;;751.KC.00.135_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.119_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.122_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.125_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.128_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;3
2011;;751.KC.00.131_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;3
2011;;751.KC.00.137_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.120_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.123_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.126_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.129_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.157_751_arch;A;;;St3S (1.0038);;;Malować RAL 9005 (czarny);;-;-;;2
2011;;Przycisk startu VBTP6Q;A;;;;;;;;-;-;;1
2011;;751.KC.00.117_751_arch;A;;;;;;;;-;-;;1
2011;;751.TG.00.34 - Blacha dolna_751_arch;A;;;St3S /1.0038;;---;Malować RAL 7045;;-;-;;2
2011;;40;A;;;;;;;;-;-;;1
2011;;40;A;;;;;;;;-;-;;1
2011;;186122_QSL_G1_4_10_751_arch;A;;;Materiał <nieokreślony>;;;;;-;-;;3
2011;;Złącze kątowe K12A-12I_634_751_arch;A;;;SMC;;;;;-;-;;1
2011;;02;A;;;;;;;;-;-;;1
2011;;40;A;;;;;;;;-;-;;2
2011;;40;A;;;;;;;;-;-;;1
2011;;40;A;;;;;;;;-;-;;1
2011;;30;A;;;;;;;;-;-;;1
2011;;40;A;;;;;;;;-;-;;1
2011;;Czujnik ciśnienia ISE30A-01-B-L_634.TR_751_arch;A;;;SMC;;;;;-;-;;1
2011;;Złącze kątowe K18I-18I_634.TR_751_arch;A;;;SMC;;;;;-;-;;1
2011;;4T;A;;;;;;;;-;-;;1
2011;;4;A;;;;;;;;-;-;;1
2011;;300-03;A;;;;;;;;-;-;;1
2011;;Nypel D14A-18A_634.TR_751_arch;A;;;SMC;;;;;-;-;;1
2011;;751.KC.00.143_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;2
2011;;751.TG.00.104_751_arch;A;;;St3S /1.0038;;---;Malować RAL 7045;;-;-;;2
2011;;751.KC.00.146_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.TG.01.02 - Płyta bazy robota_751_arch;A;;;St3S /1.0038;;---;---;;-;-;;1
2011;;751-Zamek600x600x210_751_arch;A;;;;;;;;-;-;;3
2011;;751-Szafa elektryczna drzwi 600x600x210_751_arch;A;;;;;;;;-;-;;3
2011;;751-Szafa elektryczna tył600x600x210_751_arch;A;;;;;;;;-;-;;3
2011;;725-REXROTH-Półka 3842344766_751_arch;A;;;;;;;;-;-;;3
2011;;751.20-GRAVOTECH-Laser-UC TC500_751_arch;A;;;;;;;;-;-;;1
2011;;751.KC.00.149_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.TG.01.05 - Płytka II ramy_751_arch;A;;;St3S /1.0038;;---;---;;-;-;;2
2011;;751.TG.00.03 - Blat przedni_751_arch;A;;;0H18N9 /1.4301;;---;---;;-;-;;1
2011;;751.KC.00.152_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.TG.01.10 - Płytka III ramy_751_arch;A;;;St3S /1.0038;;---;---;;-;-;;13
2011;;751.KC.00.115_751_arch;A;;;0H18N9 (1.4301);;;;;-;-;;1
2011;;751.TG.00.04 - Guma blat przedni_751_arch;A;;;GUMA czarna;;---;---;;-;-;;1
2011;;Lampki sygnalizacyjne;A;;;;;;;;-;-;;1
2011;;725_Wyłącznik IN 8P2 432_751_arch;A;;;---;;;;;-;-;;1
2011;;751.KC.00.118_751_arch;A;;;PA6 (3.1325);;;Anodować;;-;-;;1
2011;;751.TG.00.102_751_arch;A;;;St3S (1.0038);;---;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.KC.00.133_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;2
2011;;751.TG.00.01 - Blat stanowiska_751_arch;A;;;PA6 (2017A);;;Anodować;;-;-;;1
2011;;HI_BALLUFF BES R04KC-PSC25F-EP00,3-GS492_751_arch;A;;;;;;;;-;-;;2
2011;;HI_BALLUFF BES R04KC-PSC25F-EP00,3-GS49-1_751_arch;A;;;;;;;;-;-;;2
2011;;751.TG.00.45 - Baza narzędzia_751_arch;A;;;45;;40 HRC ±2HRC;Czernić;;-;-;;2
2011;;751.kc.40.05_751_arch;A;;;0H18N9 (1.4301);;;;;-;-;;1
2011;;751.40-SMC-Zawór-VT307-5DZ1-01F-Q_751_arch;A;;;;;;;;-;-;;2
2011;;Złączka kątowa 153046 QSL-1_8-6_751_arch;A;;;;;;;;-;-;;2
2011;;751.kc.40.03_751_arch;A;;;0H18N9 (1.4301);;;;;-;-;;1
2011;;ARP20-F02B-3_751_arch;A;;;;;;;;-;-;;1
2011;;751.40-DAV TECH-Dozownik-DAS 30_751_arch;A;;;;;;;;-;-;;1
2011;;751.kc.40.01_751_arch;A;;;St3S (1.0038);;;Czernić;;-;-;;1
2011;;751.kc.40.04_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;przewód 1_751_arch;A;;;;;;;;-;-;;1
2011;;751.40-SMC-Uchwyt-DXT152-25-1A_751_arch;A;;;;;;;;-;-;;2
2011;;153002_QS_1_8_6_751_arch;A;;;;;;;;-;-;;3
2011;;751.kc.40.02_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.TG.00.47 - Płyta ślizgowa I_751_arch;A;;;0H18N9;;;;;-;-;;3
2011;;751.kc.10.02_751_arch;A;;;0H18N9 (1.4301);;;;;-;-;;1
2011;;751.kc.10.08_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;3
2011;;751.kc.10.01_751_arch;A;;;;;;;;-;-;;1
2011;;751.kc.10.04_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;Czujnik BES_M08MI_PSC20B_S49G_353_751_arch;A;;;Balluff;;;;;-;-;;3
2011;;751.kc.10.06_751_arch;A;;;;;;;;-;-;;1
2011;;751.kc.10.07_751_arch;A;;;St3S (1.0038);;;Malować RAL 7045 (jasny szary);;-;-;;1
2011;;751.TG.00.50 - Uchwyt docisku_751_arch;A;;;45 /1.0530;;---;Czernić;;-;-;;2
2011;600;PRT-A0073401;A;Mocowanie magnesu;-;PA13/3.3547;Skrawanie;-;Kolor: Biały;-;-;-;-;1
2011;600;PRT-A0073466;A;Osłona prawa;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
;;stożkowa 6-kąt M4x16;0;Śruba;DIN 7991;FABORY;H. Mech.;-;-;H;-;-;kl. 8.8;4
2011;600;1403.MK.02.88.06;A;Mocowanie przód;;0H18N9/1.4301;Laser;;-;-;-;-;;2
2011;600;1403.MK.02.88.04;A;Osłona tylna;;S235JR/1.0037;Laser;;Malować RAL 7045 (ciemny szary);-;-;-;;1
;;SZ 2400.500;C;Przepust wtykowy;SZ 2400.500;RITTAL;H. Mech.;-;-;H;-;-;-;2
;;K1085.052013131;B;Zawias;K1085.052013131;KIPP;H. Mech.;-;-;H;-;-;-;2
2011;;Osłona krawędzi;0;;;NONAME;;;;;-;-;;1
2011;;8845A;0;Multimetr;;Materiał <nieokreślony>;;;;H;-;-;;1
2011;600;PRT-A0073479;A;Kątownik mocujący;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (Ciemny szary);-;-;-;-;2
;;GV 100;B;Kratka wentylacyjna;GV 100;DEPRO;H. Mech.;-;-;H;-;-;-;1
2011;600;PRT-A0073379-Lustro;0;Mocowanie ukośne;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2011;600;PRT-A0073465;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
2011;600;1403.MK.02.88.03;A;Stopka;;POM;Skrawanie;;Kolor: Czarny;-;-;-;;4
;;093W404N10;E;Kątownik 40x40;093W404N10;FATH;H. Mech.;-;-;H;-;-;-;10
2011;600;1403.MK.02.88.05;A;Okno;;PC /poliweglan;Osłona;;-;-;-;-;;1
;;K0523.135X205;A;Języczek;K0523.135X205;KIPP;H. Mech.;-;-;H;-;-;-;1
2011;;Osłona krawędzi;0;;;NONAME;;;;;-;-;;1
2011;600;PRT-A0073401-Lustro;0;-;-;PA13/3.3547;-;-;-;-;-;-;-;1
2011;600;PRT-A0073469;A;Osłona lewa;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
;;MW 8X5_N38;D;Magnes neodymowy;MW 6X5 / N38;ENES;H. Mech.;-;-;H;-;-;-;2
2011;600;1403.MK.02.88.07;A;Mocowanie ukośne;;0H18N9/1.4301;Laser;;-;-;-;-;;1
;;zwykła - M4;A;Podkładka;DIN 125;FABORY;H. Mech.;-;-;H;-;-;;6
2011;600;1403.MK.02.88.01C;A;Obudowa Fluke 3-3;;S235JR/1.0037;Laser;;-;-;-;S;;1
2011;600;1403.MK.02.88.01B;A;Obudowa Fluke 1-3;;S235JR/1.0037;Laser;;-;-;-;S;;1
2011;600;1403.MK.02.88.01A;A;Obudowa Fluke 2-3;;S235JR/1.0037;Laser;;-;-;-;S;;1
;;SZ 2400.300;B;Przepust wtykowy;SZ 2400.300;RITTAL;H. Mech.;-;-;H;-;-;-;2
2011;600;1403.MK.02.88.02;A;Drzwiczki skrzynki;;S235JR/1.0037;Laser;;Malować RAL 7045 (ciemny szary);-;-;S;;1
;;K0526.2183;C;Zamek T z kluczykiem;K0526.21830;KIPP;H. Mech.;-;-;H;-;-;-;1
2011;;Osłona krawędzi;0;;;NONAME;;;;;-;-;;2
2011;600;PRT-A0073464;A;Profil elektrokontrolera;3 842 993 120;Profile BOSCH;H. Mech.;-;-;P;-;-;-;1
;;3 842 344 753;A;Pojemnik;-;REXROTH;H. Mech.;-;-;H;-;-;-;2
2011;200;PRT-A0072957;A;Uchwyt pudełek;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (Ciemny szary);-;-;-;-;2
;;3 842 344 766;B;Pojemnik;3 842 344 766;REXROTH;H. Mech.;-;-;H;-;-;-;8
0;-;3 842 993 411;0;Profil wieszakowy 30x15;;REXROTH;H. Mech.;-;-;H;-;-;-;1
;;Złączka zaciskowa K0472.52020;A;Złączka zaciskowa;K0472.52020;KIPP;H. Mech.;-;-;H;-;-;-;1
;;K0490.520 prt1;A;;;;H. Mech.;-;-;H;-;-;;1
;;K0490.520 prt4;A;;;;H. Mech.;-;-;H;-;-;;1
;;K0490.520;A;;;KIPP;H. Mech.;-;-;H;-;-;;1
;;K0490.520 prt5;A;;;;H. Mech.;-;-;H;-;-;;1
;;K0490.520 prt3;A;;;;H. Mech.;-;-;H;-;-;;1
2011;200;PRT-A0073035;A;Profil aluminiowy;-;Profile BOSCH;H. Mech.;-;-;H;-;-;-;1
;;K0493.0120x500;B;Rura okrągła D=20;K0493.0120x500;KIPP;H. Mech.;-;-;H;-;-;-;2
2011;200;PRT-A0073030;A;Mocowanie czujnika wizyjnego;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;K0477.520;D;Złączka zaciskowa;K0477.520;KIPP;H. Mech.;-;-;H;-;-;;1
;;091137;B;Zaślepka 40x80;091137;FATH;H. Mech.;-;-;H;-;-;-;2
;;IV-H2000MA;A;;;KEYENCE;;-;-;H;-;-;;1
2011;200;PRT-A0073009;A;Uchwyt kurtyny;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
2011;200;PRT-A0073041;A;Osłona tył;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0072993;A;Blat stanowiska;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;091046;B;Zaślepka 40x40;091046;FATH;H. Mech.;-;-;H;-;-;-;2
2013;600;PRT-A0073140;B;Osłona kurtyny;;S235JR/1.0037;Laser;-;Malować RAL 1003 (żółty);;-;-;;1
2011;200;PRT-A0070521;A;Osłona tylna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;098DM12100M;C;Nóżka M12x100;098DM12100M;FATH;H. Mech.;-;-;H;-;-;-;6
2011;200;PRT-A0073086;A;Blacha osłonowa;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0070518;A;Osłona boczna;-;PC /poliweglan;Osłona;-;-;-;-;-;-;2
;;L=309;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;1
2011;200;PRT-A0073072;A;Osłona boczna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0070503;A;Dach;-;PCV Spienione;Osłona;-;-;-;-;-;-;1
2011;200;PRT-A0073057;A;Osłona boczna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0072710;A;Wspornik przycisku START;;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);;-;-;;2
2011;200;PRT-A0073037;A;Osłona tylna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;VO 0412;B;Oprawa natynkowa;VO 0412;VOLTENO;H. Elek.;-;-;H;-;-;-;2
2011;200;PRT-A0072986;A;Kątownik NOK;-;S235JR/1.0037;Laser;-;Malować RAL 3020 (czerwony);-;-;-;-;2
;;098D080KG;D;Stopka 80kg;098D080KG;FATH;H. Mech.;-;-;H;-;-;-;6
2013;600;PRT-A0073153;B;Osłona kurtyny;;S235JR/1.0037;Laser;-;Malować RAL 1003 (żółty);;-;-;;1
2011;200;PRT-A0070429;A;Rama stanowiska podmontażu styków;-;Profile BOSCH;Promatik;-;-;P;-;-;-;1
2011;200;PRT-A0070520;A;Blacha dolna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;L=987;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;1
;;093T40801212R;A;Płytka stopki 40X80 M12;093T40801212R;FATH;H. Mech.;-;-;H;-;-;-;6
2011;200;PRT-A0070519;A;Płyta pneumatyki;-;S235JR/1.0037;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;2
;;VP544-5DZ1-03F-M-X538;A;Zawory bezpieczne;-;SMC;H. Mech.;-;-;H;-;-;-;2
2011;200;PRT-A0073075;A;Osłona;-;PC /poliweglan;Osłona;-;-;-;-;-;-;3
2011;;VV5QC21-2305261327021996;A;Wyspa zaworowa podmontaż dźwigni;VV5QC21-2305261327021996;SMC;H. Mech.;-;-;H;-;-;-;1
2011;200;PRT-A0073074;A;Pręt okragły;-;S235JR/1.0037;Skrawanie;-;Czernić;-;-;-;-;8
2011;200;PRT-A0070512;A;Osłona tył;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
;;L=1299;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;2
;;F39_LGF;A;Mocowanie kurtyny;-;OMRON;H. Elek.;-;-;H;-;-;-;8
2011;200;PRT-A0073064;A;Osłona boczna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0073045;A;Osłona boczna;-;PC /poliweglan;Osłona;-;-;-;-;-;-;1
;;FAK-S-KC11-I;B;Przycisk start;FAK-S-KC11-I;EATON;H. Elek.;-;-;H;-;-;-;2
2011;200;PRT-A0073023;A;Dach;-;PCV Spienione;Osłona;-;-;-;-;-;-;1
2013;600;PRT-A0075977;B;Osłona kurtyny;-;S235JR/1.0037;Laser;-;Malować RAL 1003 (Żółty);-;-;-;-;1
2011;200;PRT-A0070522;A;Osłona boczna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;200;PRT-A0072986 - lustro;A;Kątownik NOK;-;S235JR/1.0037;Laser;-;Malować RAL 3020 (czerwony);-;-;-;-;2
2011;;VV5QC21-2305261339101035;A;Wyspa zaworowa podmontaż styków;VV5QC21-2305261339101035;SMC;H. Mech.;-;-;H;-;-;-;1
;;ST-03;A;Tłumik;;RQS;;-;-;H;-;-;;2
;;L=489;0;Korytko kabl. 30x40;Magazyn;Magazyn;H. Mech.;-;-;H;-;-;;1
2011;200;PRT-A0070511;A;Blat stanowiska;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;F3SG-4RA0960-14;A;Kurtyna bezpieczeństwa;F3SG-4RA0960-14;OMRON;H. Mech.;-;-;H;-;-;-;4
2011;200;PRT-A0073060;A;Blacha dolna;-;DC01/1.0330;Laser;-;Malować RAL 7045 (ciemny szary);-;-;-;-;1
2011;901;PRT-A0068958;A;Pozycjoner;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
;-;GRLARQS 146;0;Zawór dławiąco-zwrotny;;RQS;-;-;-;H;-;-;-;2
2011;901;PRT-A0068944;A;Element sprzęgający;;40H/1.7035;Skrawanie;32 HRC±2HRC;Czernić;-;-;-;-;1
2011;901;PRT-A0068939;A;Płyta pionowa;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
;;A 8x7x100;D;Wpust pryzmatyczny;DIN 6885 A;FABORY;H. Mech.;-;-;H;-;-;;5
2011;901;PRT-A0068940;A;Płytka mocowania siłownika;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
2011;901;PRT-A0068946;A;Płyta pośrednia;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
;-;GAR20006SGK;0;Regulator ciśnienia z zaworem zwrotnym;GAR20006SGK;AirTac;H. Mech.;-;-;H;-;-;Przyłącza G1/8", do 1 MPa;2
2011;901;PRT-A0068951;A;Zabierak;-;40H/1.7035;Skrawanie;-;Czernić;-;-;-;-;1
2011;901;PRT-A0068945;A;Tuleja popychacza;-;B101 /CuSn10P;Skrawanie;-;-;-;Z;-;-;1
2011;901;PRT-A0068929;A;Tulejka;-;C45/1.0503;Skrawanie;40 HRC±2HRC;Czernić;-;Z;-;-;1
2011;901;PRT-A0068932;A;Łącznik;-;NC6/1.2063;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;-;1
;;CP96SDB40-70C;B;Siłownik;CP96SDB40-70C;SMC;Skrawanie;-;-;H;-;-;Tłoczysko: M12x1.25, Przyłącza: 2xG 1/4;1
2011;901;PRT-A0068943;A;Element sprzęgający;;40HMQT/1.7225 +QT;Skrawanie;28 HRC±2HRC;Czernić;-;-;-;-;1
2011;901;PRT-A0068941;A;Płytka mocowania siłownika;-;EN AW 7021/C330;Skrawanie;-;Anodować;-;-;-;-;1
2011;901;PRT-A0071396;A;Płyta pionowa;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
;-;KQ2L06-01A1;0;Złączka kątowa G1/8 - ø6;KQ2L06-01A1;SMC;H. Mech.;-;-;H;-;-;-;3
2011;901;PRT-A0068931;A;Nakrętka specjalna;-;40H/1.7035;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;-;1
2011;901;PRT-A0068930;A;Pozycjoner;-;40H/1.7035;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;-;1
2011;901;PRT-A0068935;A;Gniazdo pina;-;40H/1.7035;Skrawanie;40 HRC±2HRC;Czernić;-;-;-;-;1
;;000.MAG.90.07;B;Tuleja centrująca;000.MAG.90.07;C45/1.0503;Promatik;32 HRC±2HRC;Czernić;O;-;-;-;12
0;;000.MAG.50 - M5x30;C;Śruba separujaca;000.MAG.50 - M5x30;PROMATIK;Promatik;40 HRC±2HRC;Czernić;O;-;-;-;3
;;RQSG 186;A;Złączka prosta;-;RQS;H. Mech.;-;-;H;-;-;-Złaczka prosta gwint zewnętrzny;1
;;AB 10x8x32;0;Wpust pryzmatyczny;DIN 6885 AB;FABORY;H. Mech.;-;-;H;-;-;;1
2011;901;PRT-A0068923;A;Popychacz;WH-060200;Stal węglowa;Skrawanie;-;-;M;-;-;Wykonać z FCPK Bytów - WH-060200;1
2011;901;PRT-A0068942;A;Płyta dolna;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
;;HGR15R L=270mm 5 otw. sym.;K;Szyna;HGR15R;HIWIN;H. Mech.;-;-;H;-;-;-;1
;;Z łbem 6-kąt M6x30;A;Śruba;DIN 931;FABORY;H. Mech.;-;-;H;-;-;-;2
2011;901;PRT-A0068950;B;Mocowanie popychacza;-;40H/1.7035;Skrawanie;;Czernić;-;-;-;-;1
2011;901;PRT-A0069990;B;Mocowanie;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
2011;990;PRT-A0072874;A;Mocowanie prowadników;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2011;990;PRT-A0072869;A;Wanienka na smar;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2011;990;PRT-A0072866;A;Mocowanie siłownika;-;PA6/3.1325;Skrawanie;-;-;-;-;-;-;1
;;K0348.0706121;A;Trzpień ustalający z uchwytem jednoskrzydełkowym;K0348.0706121;KIPP;H. Mech.;;;H;;;;4
;;000.MAG.69.18;A;Kołek pozycjonujący fi8;000.MAG69.18;NC11LV/1.2379;Promatik;-;Czernić;O;-;-;Kołek stożkowy ścięty fi8 x fi6: M3;2
;;HGR15R L=350mm 6 otw. sym.;K;Szyna;HGR15R;HIWIN;H. Mech.;-;-;H;-;-;-;2
2011;990;PRT-A0072852;A;Płyta;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
2011;992;PRT-A0073443;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;2H13/1.4021;Skrawanie;40 HRC±2HRC;-;-;Z;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0073440;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wg STEP;1
2011;991;PRT-A0072855;C;Gniazdo eCrafter LH;-;PA9/3.4365;Skrawanie;-;Anodować;-;-;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0073445;C;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0073442;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;2H13/1.4021;Skrawanie;32 HRC±2HRC;-;-;Z;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0072854;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0073447;B;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wg STEP;1
2011;992;PRT-A0073444;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;2H13/1.4021;Skrawanie;32 HRC±2HRC;-;-;Z;-;wykonać na CNC wg STEP;1
2011;992;PRT-A0073441;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wd STEP;1
2011;992;PRT-A0072856;A;Tulejka bazująca;-;40H/1.7035;Skrawanie;40 HRC±2HRC;Czernić;-;Z;-;-;4
2011;992;PRT-A0073446;A;Gniazdo Dźwigni eCrafter Przesuwny LH;-;POM;Skrawanie;-;Kolor: Czarny;-;Z;-;Wykonać na CNC wg STEP;1
;;K0232.20701;B;Uchwyt profilowany B;K0232.20701;KIPP;H. Mech.;-;-;H;-;-;-;4
2011;990;PRT-A0072865;A;Kostka podporowa;-;40H/1.7035;Skrawanie;52 HRC±2HRC;Czernić;-;Z;-;-;1
;;HLH16X60S;A;Siłownik pneumatyczny;HLH16x60S;AirTAC;H. Mech.;-;-;H;-;-;Porty przyłączeniowe: M5x0.8;1
;-;Domyślna;0;Czujnik indukcyjny;6063881;SICK;H. Elek.;-;-;H;-;-;Zasięg Sn=1,5 mm, Zasięg gwarantowany Sa=1,215 mm ;4
2011;990;PRT-A0072878;A;Mocowanie;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2011;990;PRT-A0072861;B;Kostka podporowa;-;40H/1.7035;Skrawanie;52 HRC±2HRC;Czernić;-;Z;-;-;2
2011;990;PRT-A0072871;A;Mocowanie zderzaka;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
;;000.MAG.50 - M6 x40;H;Śruba separująca;000.MAG.50 - M6X40;FABORY;Promatik;40 HRC±2HRC;Czernić;O;Z;-;-;3
2011;990;PRT-A0072868;A;Przekładka;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;-;DAS 30 75F05CR;0;Zawór dozujący;-;DAVTECH;H. Mech.;-;-;H;-;-;-;1
2011;990;PRT-A0072864;A;Płyta;-;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;2
;-;JB40-8-125;0;Końcówka kompensacyjna;JB40-8-125;SMC;H. Mech.;-;-;H;-;-;;2
;;BMF0002;A;Czujnik Typ. C;BMF0002;BALLUFF;H. Elek.;-;-;H;-;-;-;3
2011;990;PRT-A0072873;A;Wspornik blokady;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;5
2011;990;PRT-A0072877;A;profil 30x60x;-;Profile BOSCH;Profil;-;-;P;-;-;-;1
2011;990;PRT-A0072863;B;Mocowanie szyny;;PA6/3.1325;Skrawanie;-;Anodować;-;-;-;-;1
2011;990;PRT-A0072875;A;Mocowanie prowadnika;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
2011;990;PRT-A0072870;A;Mocowanie siłownika;-;C45/1.0503;Skrawanie;-;Czernić;-;-;-;-;1
;;000.MAG.50 - M5;A;Nóżka;-;C45/1.0503;Skrawanie;52 HRC±2HRC;Czernić;O;-;-;-;1
;;A 8x7x80;D;Wpust pryzmatyczny;DIN 6885 A;FABORY;H. Mech.;-;-;H;-;-;;1
2011;990;PRT-A0072867;A;Mocowanie;-;0H18N9/1.4301;Laser;-;-;-;-;-;-;1
;;093W302N08;B;Kątownik 30x60;093W302N08;FATH;H. Mech.;-;-;H;-;-;-;2
2011;990;PRT-A0072860;A;Płyta narzędzia ruchomego;-;PA9/3.4365;Skrawanie;-;Anodować;-;-;-;Wykonać na CNC wg STEP;1
